fighter_name,height_cm,weight_pounds,reach_cm,stance,date_of_birth,f_wins,win_rate,f_losses,loss_rate,f_draws,draw_rate,f_dc_nc,dc_nc_rate,career_SLpM,career_StrAcc,career_SApM,career_StrDef,career_TD_Acc,career_TD_Def,career_Sub_Avg
Iasmin Lucindo,160.02,115.0,167.64,Orthodox,2002-01-08,17,77%,5,23%,0,0%,0,0%,3.52,45%,2.91,66%,57%,66%,0.2
Duane Ludwig,177.8,170.0,177.8,Orthodox,1978-08-04,21,60%,14,40%,0,0%,0,0%,4.62,44%,3.05,57%,25%,59%,0.1
Mike Lullo,172.72,145.0,NA,Orthodox,1979-07-24,8,73%,3,27%,0,0%,0,0%,2.48,36%,4.84,NA,11%,NA,0.6
Paula Luna,157.48000000000002,125.0,157.48,Orthodox,1999-07-05,5,62%,3,38%,0,0%,0,0%,0.65,NA,6.2,17%,NA,NA,0.0
Dalcha Lungiambula,172.72,185.0,193.04,Orthodox,1987-07-31,11,65%,6,35%,0,0%,0,0%,3.07,45%,3.93,52%,45%,77%,0.0
Alexandru Lungu,182.88,385.0,NA,Orthodox,1974-09-03,14,78%,4,22%,0,0%,0,0%,3.61,66%,7.22,NA,NA,NA,0.0
Vicente Luque,180.34,170.0,190.5,Orthodox,1991-11-27,23,68%,10,29%,1,3%,0,0%,5.05,51%,5.22,52%,53%,62%,0.7
Thaddeus Luster,190.5,210.0,NA,NA,NA,0,0%,1,100%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Travis Lutter,180.34,185.0,190.5,Orthodox,1973-05-12,10,62%,6,38%,0,0%,0,0%,0.41,32%,2.42,42%,24%,NA,0.7
Joilton Lutterbach,185.42,185.0,190.5,Orthodox,1992-11-05,38,79%,9,19%,0,0%,1,2%,NA,NA,NA,NA,NA,NA,0.0
Tucker Lutz,172.72,145.0,182.88,Orthodox,1994-07-12,12,75%,4,25%,0,0%,0,0%,3.74,46%,3.25,44%,44%,69%,0.2
Lv Zhenhong,172.72,145.0,170.18,Switch,1993-06-25,16,73%,6,27%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Stevie Lynch,177.8,170.0,NA,Orthodox,NA,5,71%,2,29%,0,0%,0,0%,2.47,25%,7.06,41%,NA,NA,0.0
Adam Lynn,177.8,155.0,NA,Orthodox,NA,17,61%,10,36%,0,0%,1,4%,1.47,63%,6.95,NA,NA,NA,0.0
Chris Lytle,180.34,170.0,172.72,Orthodox,1974-08-18,31,57%,18,33%,5,9%,0,0%,3.76,45%,3.03,58%,55%,55%,2.4
Dong Hyun Ma,180.34,155.0,177.8,Orthodox,1988-09-09,16,53%,11,37%,3,10%,0,0%,2.84,41%,4.1,54%,53%,33%,0.0
Pawan Maan,170.18,155.0,177.8,Orthodox,1986-04-06,7,64%,3,27%,1,9%,0,0%,0.89,44%,2.98,43%,NA,NA,0.0
William Macario,180.34,170.0,190.5,Orthodox,1991-07-01,9,75%,3,25%,0,0%,0,0%,4.92,54%,3.96,65%,45%,78%,0.0
Jason MacDonald,190.5,185.0,203.2,Orthodox,1975-06-03,25,61%,16,39%,0,0%,0,0%,1.55,52%,2.7,46%,16%,35%,2.0
Rob MacDonald,190.5,205.0,198.12,Orthodox,1978-09-05,5,56%,4,44%,0,0%,0,0%,1.8,NA,2.04,46%,NA,NA,5.4
Rory MacDonald,182.88,170.0,193.04,Orthodox,1989-07-22,19,83%,4,17%,0,0%,0,0%,3.75,42%,2.8,62%,47%,88%,0.4
Ryan MacDonald,180.34,135.0,180.34,Switch,1993-03-18,10,83%,2,17%,0,0%,0,0%,2.28,29%,6.49,45%,NA,NA,0.0
Clayton MacFarlane,NA,170.0,NA,NA,NA,4,80%,1,20%,0,0%,0,0%,1.33,52%,1.82,55%,33%,37%,0.0
Ilima Macfarlane,162.56,125.0,NA,NA,NA,6,100%,0,0%,0,0%,0,0%,4.13,43%,2.93,65%,NA,NA,1.0
Valesca Machado,162.56,115.0,160.02,Orthodox,1996-05-06,8,67%,3,25%,0,0%,1,8%,2.4,32%,2.87,64%,NA,76%,0.0
Caio Machado,193.04,250.0,198.12,Southpaw,1994-07-20,8,62%,4,31%,1,8%,0,0%,5.82,53%,2.87,63%,NA,82%,0.0
Ian Machado Garry,190.5,170.0,187.96,Orthodox,1997-11-17,15,94%,1,6%,0,0%,0,0%,4.72,54%,2.82,51%,54%,73%,0.5
Lyoto Machida,185.42,185.0,187.96,Southpaw,1978-05-30,24,75%,8,25%,0,0%,0,0%,2.59,53%,1.57,61%,65%,75%,0.4
War Machine,180.34,170.0,NA,Orthodox,1981-11-30,14,74%,5,26%,0,0%,0,0%,2.32,NA,3.17,43%,NA,NA,0.0
Anthony Macias,175.26,185.0,NA,Switch,NA,26,59%,18,41%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Pauline Macias,162.56,115.0,162.56,Southpaw,1988-06-27,4,80%,1,20%,0,0%,0,0%,0.8,29%,4.6,42%,18%,NA,0.0
Reza Madadi,180.34,155.0,185.42,Orthodox,1978-06-20,14,70%,6,30%,0,0%,0,0%,2.51,46%,3.31,66%,33%,89%,0.5
Don Madge,182.88,155.0,182.88,Southpaw,1990-11-12,9,69%,3,23%,1,8%,0,0%,2.08,52%,0.74,67%,25%,NA,0.7
Ryan Madigan,182.88,170.0,NA,Orthodox,NA,5,62%,3,38%,0,0%,0,0%,NA,NA,3.35,47%,NA,NA,0.0
Victor Madrigal,170.18,135.0,180.34,Orthodox,1990-08-16,15,75%,5,25%,0,0%,0,0%,2.31,38%,9.56,NA,NA,NA,0.0
Jon Madsen,182.88,240.0,182.88,Orthodox,1980-02-12,8,80%,2,20%,0,0%,0,0%,2.46,41%,1.18,81%,71%,NA,0.0
Mark Madsen,172.72,155.0,182.88,Orthodox,1984-09-23,12,86%,2,14%,0,0%,0,0%,3.56,49%,3.97,52%,66%,62%,0.0
Yoshiro Maeda,170.18,139.0,172.72,Southpaw,1981-10-31,35,62%,16,29%,5,9%,0,0%,2.36,33%,2.55,63%,51%,NA,0.7
Leonardo Mafra,177.8,155.0,177.8,Orthodox,1989-04-25,13,76%,4,24%,0,0%,0,0%,4.55,48%,4.38,43%,83%,69%,0.4
Vinny Magalhaes,190.5,205.0,190.5,Orthodox,1984-07-02,14,58%,9,38%,0,0%,1,4%,2.14,24%,3.97,68%,44%,66%,0.8
Vinicius Magalhaes,NA,145.0,NA,NA,1971-07-30,2,67%,1,33%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Caio Magalhaes,185.42,185.0,185.42,Orthodox,1987-12-14,10,77%,3,23%,0,0%,0,0%,2.27,NA,2.78,56%,15%,58%,1.6
Bernardo Magalhaes,175.26,155.0,NA,Orthodox,1981-04-08,13,76%,4,24%,0,0%,0,0%,1.8,27%,3.37,68%,NA,NA,0.5
Eric Magana,NA,NA,NA,NA,NA,1,50%,1,50%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Brandon Magana,NA,170.0,NA,Orthodox,NA,6,75%,2,25%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Angela Magana,154.94,115.0,165.1,Orthodox,1983-08-02,11,55%,9,45%,0,0%,0,0%,1.53,28%,4.92,42%,25%,28%,0.4
Neil Magny,190.5,170.0,203.2,Orthodox,1987-08-03,29,67%,14,33%,0,0%,0,0%,3.43,46%,2.48,51%,38%,53%,0.2
Raimond Magomedaliev,185.42,170.0,190.5,Orthodox,1990-06-10,10,83%,2,17%,0,0%,0,0%,4.07,41%,4.75,41%,NA,NA,0.0
Ibragim Magomedov,182.88,250.0,NA,Orthodox,NA,22,71%,8,26%,1,3%,0,0%,0.26,4%,3.86,42%,NA,NA,0.0
Rashid Magomedov,175.26,155.0,177.8,Orthodox,1984-11-29,20,91%,2,9%,0,0%,0,0%,4.4,49%,3.05,54%,57%,89%,0.2
Ruslan Magomedov,190.5,242.0,198.12,Orthodox,1986-11-26,14,93%,1,7%,0,0%,0,0%,4.02,47%,1.47,66%,NA,88%,0.0
Abus Magomedov,187.96,185.0,198.12,Orthodox,1990-09-02,27,79%,6,18%,1,3%,0,0%,2.65,44%,3.35,55%,64%,NA,0.3
Shara Magomedov,187.96,185.0,185.42,Orthodox,1994-05-16,15,100%,0,0%,0,0%,0,0%,6.82,65%,4.49,42%,NA,71%,0.0
Zabit Magomedsharipov,185.42,145.0,185.42,Orthodox,1991-03-01,18,95%,1,5%,0,0%,0,0%,4.89,48%,3.0,64%,56%,77%,0.8
John Maguire,175.26,155.0,175.26,Southpaw,1983-05-19,24,73%,9,27%,0,0%,0,0%,1.41,41%,2.44,65%,46%,77%,1.1
Lolohea Mahe,NA,NA,NA,NA,NA,10,67%,4,27%,1,7%,0,0%,1.71,29%,6.92,NA,NA,NA,0.0
Michelle Maher,NA,145.0,NA,NA,NA,1,33%,2,67%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Maheshate,182.88,155.0,180.34,Orthodox,1999-12-01,10,71%,4,29%,0,0%,0,0%,3.86,29%,5.64,53%,NA,45%,0.0
Bill Mahood,190.5,200.0,NA,Orthodox,1967-02-01,20,69%,7,24%,1,3%,1,3%,1.54,85%,3.59,17%,NA,NA,3.9
Klayton Mai,175.26,125.0,NA,NA,1986-11-30,8,73%,3,27%,0,0%,0,0%,1.53,42%,1.02,63%,NA,NA,7.7
Demian Maia,185.42,170.0,182.88,Southpaw,1977-11-06,28,72%,11,28%,0,0%,0,0%,1.8,43%,2.07,63%,24%,61%,1.0
Jennifer Maia,162.56,125.0,162.56,Orthodox,1988-10-06,21,66%,10,31%,1,3%,0,0%,4.35,38%,4.52,55%,27%,58%,0.1
Nayara Maia,165.1,125.0,167.64,Orthodox,1990-07-25,7,78%,1,11%,1,11%,0,0%,0.6,36%,3.33,43%,33%,NA,1.0
Roshan Mainam,NA,135.0,NA,NA,NA,6,67%,3,33%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Levan Makashvili,172.72,145.0,172.72,Orthodox,1989-01-07,15,83%,2,11%,1,6%,0,0%,2.87,54%,2.07,61%,42%,85%,0.0
John Makdessi,172.72,155.0,172.72,Orthodox,1985-05-03,18,67%,9,33%,0,0%,0,0%,5.52,49%,4.15,68%,NA,86%,0.0
Islam Makhachev,177.8,155.0,177.8,Southpaw,1991-10-27,26,96%,1,4%,0,0%,0,0%,2.65,59%,1.54,61%,53%,NA,1.1
Aliev Makhmud,167.64,195.0,NA,Southpaw,1970-02-13,0,0%,1,100%,0,0%,0,0%,1.12,NA,2.24,36%,NA,NA,0.0
Zach Makovsky,162.56,125.0,162.56,Southpaw,1983-04-19,20,71%,8,29%,0,0%,0,0%,1.94,43%,2.24,62%,NA,56%,0.3
Azat Maksum,170.18,125.0,177.8,Southpaw,1995-02-02,17,94%,1,6%,0,0%,0,0%,2.8,23%,5.23,55%,22%,66%,0.5
Jeremy Malaterre,180.34,155.0,NA,NA,NA,4,67%,2,33%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Fabio Maldonado,185.42,205.0,190.5,Orthodox,1980-03-17,23,68%,11,32%,0,0%,0,0%,5.29,58%,4.31,53%,57%,61%,0.6
Marvin Maldonado,167.64,135.0,NA,NA,NA,2,29%,4,57%,0,0%,1,14%,0.87,56%,3.47,43%,NA,NA,0.0
Bea Malecki,175.26,135.0,187.96,Orthodox,1991-08-23,4,80%,1,20%,0,0%,0,0%,6.84,46%,6.96,62%,NA,78%,1.1
Nazareno Malegarie,172.72,155.0,NA,NA,1986-05-16,28,88%,4,12%,0,0%,0,0%,3.87,34%,3.27,69%,33%,NA,0.0
Carl Malenko,180.34,200.0,NA,Orthodox,NA,6,60%,4,40%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Jacob Malkoun,175.26,185.0,185.42,Orthodox,1995-08-26,8,73%,3,27%,0,0%,0,0%,3.86,56%,2.48,52%,42%,NA,0.4
Mike Malott,185.42,170.0,185.42,Orthodox,1991-11-07,11,79%,2,14%,1,7%,0,0%,3.85,46%,3.06,53%,56%,16%,0.8
Dan Manasoiu,NA,NA,NA,NA,NA,0,0%,0,0%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Troy Mandaloniz,175.26,170.0,NA,Orthodox,1980-02-01,3,60%,2,40%,0,0%,0,0%,3.52,56%,4.71,63%,66%,57%,0.0
Nate Maness,177.8,125.0,182.88,Orthodox,1991-06-27,16,84%,3,16%,0,0%,0,0%,3.14,NA,3.88,42%,75%,NA,0.7
Michael Mangan,NA,155.0,NA,NA,NA,0,0%,3,100%,0,0%,0,0%,1.94,33%,4.52,46%,NA,NA,0.0
Gary Mangat,170.18,135.0,NA,NA,NA,15,83%,3,17%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Melvin Manhoef,175.26,185.0,NA,Orthodox,1976-05-11,30,64%,14,30%,1,2%,2,4%,3.52,48%,2.64,51%,25%,78%,0.0
Melchor Manibusan,165.1,154.0,NA,Southpaw,1976-12-27,2,33%,4,67%,0,0%,0,0%,1.58,54%,5.79,15%,NA,NA,0.0
Jon Manley,185.42,170.0,NA,Orthodox,1986-07-07,9,69%,4,31%,0,0%,0,0%,1.13,NA,4.33,45%,7%,NA,0.0
Steve Mann,185.42,170.0,NA,NA,NA,12,71%,5,29%,0,0%,0,0%,3.18,NA,0.66,57%,NA,NA,0.0
Marnic Mann,152.4,115.0,162.56,Southpaw,1993-03-05,6,67%,3,33%,0,0%,0,0%,1.47,41%,5.08,31%,33%,25%,0.4
Dylan Mantello,185.42,155.0,185.42,Orthodox,1992-11-19,8,67%,4,33%,0,0%,0,0%,4.69,62%,4.76,55%,NA,76%,0.0
Chris Manuel,175.26,135.0,NA,Orthodox,1987-07-21,9,50%,7,39%,2,11%,0,0%,2.53,NA,2.67,66%,NA,NA,0.0
Jimi Manuwa,185.42,205.0,200.66,Orthodox,1980-02-18,17,74%,6,26%,0,0%,0,0%,3.43,54%,3.97,49%,18%,NA,0.4
Cristiano Marcello,175.26,155.0,182.88,Orthodox,1977-12-03,13,68%,6,32%,0,0%,0,0%,2.56,33%,3.61,58%,11%,NA,0.9
Daniel Marcos,170.18,135.0,175.26,Orthodox,1993-03-07,17,94%,0,0%,0,0%,1,6%,5.9,53%,4.25,62%,NA,88%,0.0
Jose Maria,165.1,125.0,NA,Orthodox,1982-01-04,37,80%,7,15%,0,0%,2,4%,3.2,53%,3.98,52%,27%,33%,2.3
Marcos Mariano,185.42,155.0,193.04,Switch,1986-10-12,6,50%,6,50%,0,0%,0,0%,0.25,27%,2.11,43%,NA,28%,0.0
Enrique Marin,177.8,170.0,NA,NA,1986-09-02,10,71%,4,29%,0,0%,0,0%,1.43,33%,3.0,NA,38%,NA,1.0
Chepe Mariscal,170.18,145.0,175.26,Orthodox,1992-10-27,17,71%,6,25%,0,0%,1,4%,4.75,57%,3.24,NA,39%,72%,0.3
Ronny Markes,185.42,185.0,190.5,Orthodox,1988-04-21,17,77%,5,23%,0,0%,0,0%,2.17,53%,2.43,45%,NA,NA,0.5
Rory Markham,182.88,170.0,180.34,Orthodox,1982-03-25,17,74%,6,26%,0,0%,0,0%,1.98,21%,10.27,45%,NA,NA,0.0
Randa Markos,162.56,115.0,160.02,Orthodox,1985-08-10,11,46%,12,50%,1,4%,0,0%,2.97,43%,3.1,58%,28%,52%,0.2
Christina Marks,170.18,125.0,175.26,Orthodox,1985-11-08,8,47%,9,53%,0,0%,0,0%,5.0,58%,3.0,64%,NA,NA,0.0
Brendon Marotte,175.26,145.0,177.8,Orthodox,1996-01-12,8,73%,3,27%,0,0%,0,0%,0.41,NA,5.7,28%,NA,NA,0.0
Nate Marquardt,182.88,185.0,187.96,Orthodox,1979-04-20,35,62%,19,34%,2,4%,0,0%,2.71,49%,2.32,55%,51%,NA,0.8
Danilo Marques,198.12,205.0,195.58,Orthodox,1985-12-26,11,73%,4,27%,0,0%,0,0%,1.44,79%,2.52,52%,28%,NA,0.8
Julian Marquez,187.96,185.0,182.88,Orthodox,1990-05-08,9,64%,5,36%,0,0%,0,0%,4.85,45%,5.06,NA,NA,53%,2.6
Carmelo Marrero,182.88,205.0,185.42,Orthodox,1981-01-26,16,70%,6,26%,0,0%,1,4%,0.84,34%,2.04,54%,36%,36%,0.9
Cesar Marscucci,NA,NA,NA,NA,NA,3,60%,2,40%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
John Marsh,182.88,265.0,NA,Orthodox,1970-09-15,8,53%,7,47%,0,0%,0,0%,0.83,42%,2.23,NA,NA,54%,0.4
CJ Marsh,NA,NA,NA,NA,NA,5,42%,7,58%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Eliot Marshall,187.96,205.0,195.58,Orthodox,1980-07-07,10,71%,4,29%,0,0%,0,0%,1.93,27%,2.39,67%,33%,79%,0.9
Doug Marshall,177.8,205.0,NA,Orthodox,1975-09-09,18,69%,8,31%,0,0%,0,0%,6.99,46%,4.02,NA,NA,66%,2.4
David Marshall,187.96,170.0,NA,NA,1984-08-24,8,67%,4,33%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Francis Marshall,175.26,145.0,182.88,Orthodox,1999-03-03,8,80%,2,20%,0,0%,0,0%,3.69,34%,4.16,53%,41%,NA,0.5
Jack Marshman,182.88,185.0,185.42,Orthodox,1989-12-19,23,70%,10,30%,0,0%,0,0%,2.74,25%,4.19,56%,NA,NA,0.0
Terry Martin,172.72,185.0,180.34,Orthodox,1980-10-10,23,68%,11,32%,0,0%,0,0%,2.82,43%,3.13,54%,42%,92%,0.0
Eric Martin,NA,NA,NA,NA,NA,0,0%,1,100%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Justin Martin,182.88,185.0,NA,NA,NA,4,57%,3,43%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Dave Martin,182.88,205.0,NA,NA,NA,0,0%,2,100%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Joe Martin,175.26,170.0,NA,NA,NA,6,43%,8,57%,0,0%,0,0%,0.73,NA,2.4,45%,NA,16%,0.0
Anthony Rocco Martin,182.88,170.0,185.42,Orthodox,1989-12-11,17,74%,6,26%,0,0%,0,0%,2.68,37%,2.59,58%,27%,68%,1.0
Mallory Martin,162.56,115.0,160.02,Orthodox,1994-01-29,7,58%,5,42%,0,0%,0,0%,4.42,48%,6.64,55%,43%,25%,0.3
Michal Martinek,187.96,230.0,NA,Southpaw,1990-04-19,7,88%,1,12%,0,0%,0,0%,2.45,53%,4.29,51%,NA,NA,0.0
Rainy Martinez,182.88,199.0,NA,Orthodox,NA,0,0%,2,100%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Danny Martinez,167.64,125.0,170.18,Orthodox,1985-06-14,21,72%,8,28%,0,0%,0,0%,2.73,28%,3.77,63%,45%,36%,0.0
Alonzo Martinez,177.8,155.0,NA,NA,1984-04-22,42,67%,20,32%,1,2%,0,0%,3.07,27%,7.33,52%,NA,NA,0.0
Henry Martinez,170.18,155.0,175.26,Southpaw,1983-08-07,9,69%,4,31%,0,0%,0,0%,2.79,25%,4.01,NA,NA,NA,0.0
Jonathan Martinez,172.72,135.0,177.8,Southpaw,1994-04-20,19,76%,6,24%,0,0%,0,0%,4.44,49%,4.09,56%,35%,68%,0.1
Poppies Martinez,175.26,145.0,NA,NA,1983-08-19,29,72%,11,28%,0,0%,0,0%,2.88,NA,2.16,51%,33%,NA,9.2
Andrew Martinez,175.26,215.0,NA,NA,NA,9,60%,6,40%,0,0%,0,0%,3.4,31%,2.3,47%,NA,NA,0.0
Mana Martinez,177.8,135.0,177.8,Orthodox,1996-03-25,10,71%,4,29%,0,0%,0,0%,4.33,48%,4.94,NA,42%,25%,0.5
Victor Martinez,172.72,155.0,177.8,Orthodox,1991-07-17,13,68%,6,32%,0,0%,0,0%,7.94,51%,7.66,53%,33%,NA,0.0
Roque Martinez,177.8,250.0,182.88,Orthodox,1986-03-04,15,60%,8,32%,2,8%,0,0%,3.28,53%,4.9,56%,NA,53%,0.4
Melissa Martinez,157.48000000000002,115.0,167.64,Southpaw,1997-08-18,8,89%,1,11%,0,0%,0,0%,3.9,52%,4.33,55%,NA,25%,0.0
Julieta Martinez,154.94,115.0,157.48,Orthodox,2004-09-14,8,100%,0,0%,0,0%,0,0%,2.53,44%,3.6,41%,45%,NA,0.0
David Martinez,167.64,135.0,167.64,Orthodox,1998-08-03,11,92%,1,8%,0,0%,0,0%,5.27,49%,3.07,66%,NA,NA,0.0
Wagner da Conceicao Martins,200.66,390.0,NA,Orthodox,1978-05-19,9,50%,8,44%,0,0%,1,6%,1.91,37%,5.43,42%,NA,NA,0.0
Adriano Martins,177.8,155.0,182.88,Southpaw,1982-12-16,28,76%,9,24%,0,0%,0,0%,1.8,38%,2.14,65%,NA,81%,0.4
Lucas Martins,182.88,145.0,182.88,Southpaw,1988-11-11,19,86%,3,14%,0,0%,0,0%,2.87,35%,4.14,NA,NA,76%,0.5
Max Martyniouk,NA,155.0,NA,NA,NA,1,50%,1,50%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Bristol Marunde,185.42,170.0,190.5,Orthodox,1982-04-20,16,62%,10,38%,0,0%,0,0%,1.42,21%,4.4,47%,33%,14%,0.0
Shoji Maruyama,170.18,139.0,NA,Orthodox,1983-04-24,12,55%,9,41%,1,5%,0,0%,1.4,63%,0.27,55%,NA,54%,0.0
Kazuma Maruyama,180.34,155.0,182.88,Orthodox,1992-07-19,11,61%,7,39%,0,0%,0,0%,3.83,41%,2.23,53%,33%,NA,0.0
Islem Masraf,182.88,205.0,187.96,Southpaw,1996-06-07,3,75%,1,25%,0,0%,0,0%,0.68,NA,3.88,15%,NA,NA,0.0
Mike Massenzio,187.96,185.0,185.42,Southpaw,1982-11-01,13,59%,9,41%,0,0%,0,0%,2.08,45%,3.59,54%,24%,NA,1.4
Jameel Massouh,177.8,145.0,182.88,Orthodox,1984-09-12,26,74%,9,26%,0,0%,0,0%,1.91,54%,2.62,55%,15%,NA,0.7
Tiffany Masters,160.02,115.0,165.1,Orthodox,1994-07-31,2,67%,1,33%,0,0%,0,0%,3.53,62%,2.58,NA,NA,NA,0.0
Jorge Masvidal,180.34,170.0,187.96,Orthodox,1984-11-12,35,67%,17,33%,0,0%,0,0%,4.05,47%,3.05,64%,59%,72%,0.3
Al Matavao,172.72,205.0,170.18,Orthodox,1994-02-23,8,73%,3,27%,0,0%,0,0%,7.84,46%,6.7,58%,NA,NA,0.0
Tateki Matsuda,170.18,125.0,NA,Orthodox,1986-02-27,13,62%,8,38%,0,0%,0,0%,3.2,34%,3.43,69%,NA,16%,0.0
Daijiro Matsui,175.26,200.0,NA,Orthodox,1972-12-05,13,27%,29,59%,7,14%,0,0%,0.84,45%,1.69,55%,NA,43%,0.4
Toki Matsui,167.64,125.0,165.1,Orthodox,1999-09-08,6,86%,1,14%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Koichiro Matsumoto,170.18,145.0,NA,NA,1986-03-07,15,79%,3,16%,1,5%,0,0%,1.9,26%,3.5,31%,NA,NA,0.0
Jean Matsumoto,167.64,135.0,172.72,Orthodox,1999-09-09,16,100%,0,0%,0,0%,0,0%,5.2,NA,5.05,46%,27%,57%,0.4
Koyomi Matsushima,170.18,145.0,167.64,Orthodox,1992-10-08,13,68%,6,32%,0,0%,0,0%,2.7,47%,2.83,59%,52%,33%,0.0
Naoki Matsushita,167.64,155.0,NA,Orthodox,NA,12,40%,16,53%,1,3%,1,3%,3.3,32%,2.2,63%,NA,NA,0.0
AJ Matthews,180.34,185.0,NA,NA,NA,8,53%,7,47%,0,0%,0,0%,5.11,52%,4.96,51%,NA,NA,0.0
Jake Matthews,180.34,170.0,185.42,Orthodox,1994-08-19,20,74%,7,26%,0,0%,0,0%,3.38,44%,2.54,61%,41%,64%,0.6
Connor Matthews,172.72,145.0,180.34,Switch,1992-05-31,7,78%,2,22%,0,0%,0,0%,5.3,44%,6.19,56%,53%,NA,0.7
Claudio Mattos,NA,185.0,NA,Orthodox,NA,5,56%,4,44%,0,0%,0,0%,NA,NA,3.53,NA,NA,NA,0.0
John Matua,187.96,400.0,NA,Orthodox,NA,1,20%,4,80%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Francesco Maturi,NA,NA,NA,NA,NA,0,0%,1,100%,0,0%,0,0%,NA,NA,NA,NA,NA,NA,0.0
Vladimir Matyushenko,182.88,205.0,187.96,Orthodox,1971-01-04,27,77%,8,23%,0,0%,0,0%,1.9,44%,1.62,59%,46%,NA,0.1
Miranda Maverick,160.02,125.0,165.1,Southpaw,1997-07-01,17,77%,5,23%,0,0%,0,0%,3.39,45%,2.31,NA,41%,44%,0.3
Nick Maximov,182.88,185.0,193.04,Southpaw,1997-12-23,8,80%,2,20%,0,0%,0,0%,1.93,45%,2.64,46%,45%,35%,0.2
Elaina Maxwell,172.72,145.0,NA,Orthodox,1978-12-16,7,64%,4,36%,0,0%,0,0%,2.07,NA,2.4,53%,NA,NA,1.0
Jeremy May,185.42,185.0,NA,NA,1986-10-23,13,54%,10,42%,0,0%,1,4%,NA,NA,NA,NA,NA,NA,0.0
Jack May,203.2,255.0,NA,Switch,1981-04-14,9,75%,3,25%,0,0%,0,0%,1.52,38%,3.29,33%,33%,NA,0.0
Don'Tale Mayes,198.12,260.0,205.74,Orthodox,1992-01-16,11,58%,7,37%,0,0%,1,5%,3.51,43%,3.79,46%,38%,58%,0.0
Gray Maynard,175.26,155.0,177.8,Orthodox,1979-05-09,13,59%,7,32%,1,5%,1,5%,1.92,32%,2.64,66%,47%,81%,0.7
Brooke Mayo,170.18,125.0,NA,NA,NA,0,0%,1,100%,0,0%,0,0%,1.92,34%,3.2,63%,NA,NA,2.1
Gina Mazany,167.64,125.0,172.72,Southpaw,1988-08-19,7,54%,6,46%,0,0%,0,0%,3.73,NA,3.52,NA,52%,33%,0.2
Sabina Mazo,170.18,125.0,177.8,Orthodox,1997-03-25,9,69%,4,31%,0,0%,0,0%,6.1,43%,4.35,57%,NA,59%,0.2
Francesco Mazzeo,190.5,205.0,190.5,Orthodox,1997-09-23,4,80%,1,20%,0,0%,0,0%,1.83,44%,0.75,65%,NA,NA,0.0
Scott McAfee,172.72,155.0,NA,Orthodox,1983-08-23,14,67%,7,33%,0,0%,0,0%,NA,NA,1.33,NA,NA,NA,0.0
Bobby McAndrews,NA,NA,NA,Orthodox,NA,1,25%,3,75%,0,0%,0,0%,2.56,83%,1.03,NA,NA,33%,7.7
Michael McBride,185.42,155.0,NA,Orthodox,1986-03-09,8,73%,3,27%,0,0%,0,0%,4.08,48%,5.85,NA,42%,NA,1.2
Ian McCall,165.1,125.0,162.56,Orthodox,1984-05-07,13,68%,5,26%,1,5%,0,0%,3.59,39%,3.25,67%,NA,88%,0.0
Molly McCann,162.56,115.0,157.48,Orthodox,1990-05-04,14,67%,7,33%,0,0%,0,0%,5.39,49%,4.72,62%,36%,39%,0.5
Charles McCarthy,177.8,185.0,180.34,Orthodox,1980-08-06,10,67%,5,33%,0,0%,0,0%,0.18,12%,4.03,56%,NA,NA,2.7
Sean McCorkle,200.66,265.0,205.74,Orthodox,1976-07-17,17,71%,7,29%,0,0%,0,0%,0.85,44%,2.48,52%,NA,33%,4.2
Danni McCormack,162.56,125.0,157.48,Southpaw,1990-03-15,9,82%,2,18%,0,0%,0,0%,6.93,51%,4.53,NA,42%,NA,2.0
Kris McCray,182.88,170.0,193.04,Orthodox,1981-09-24,8,62%,5,38%,0,0%,0,0%,2.69,45%,2.57,54%,55%,38%,0.0
Tamdan McCrory,193.04,185.0,193.04,Switch,1986-11-05,14,74%,5,26%,0,0%,0,0%,2.07,49%,1.6,46%,NA,33%,2.5
